Mix ID,Cement,SF,Sand,NanoSilica,Quartz Powder,Water,Superplasticizer,Fibers,Fly Ash,Slag,MetaK,Lime Powder,Water/Binder Ratio,Curing Type,Curing Temp,Type of Cement,Superplasticizer Base,Fiber Type,Fiber Length,Fiber Diameter,Specimen Type,Testing Age,Compressive Strength
DS2-UHPC-281,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,198.5
DS2-UHPC-282,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,188.2
DS2-UHPC-283,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,202.2
DS2-UHPC-284,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,193.5
DS2-UHPC-285,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,203.9
DS2-UHPC-286,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,197.9
DS2-UHPC-287,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,201.2
DS2-UHPC-288,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,206.2
DS2-UHPC-289,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,205.6
DS2-UHPC-29,630,90,1539,0,0,162,18,0,0,180,0,0,0.225,1,20,1,1,0,0,0,1,90,169
DS2-UHPC-290,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,199.9
DS2-UHPC-291,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,195.2
DS2-UHPC-292,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,190.2
DS2-UHPC-293,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,208.2
DS2-UHPC-294,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,181
DS2-UHPC-295,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,192.2
DS2-UHPC-296,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,206.78
DS2-UHPC-297,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,182.4
DS2-UHPC-298,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,194.9
DS2-UHPC-299,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,207.8
DS2-UHPC-3,810,90,1539,0,0,162,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,28,137
DS2-UHPC-30,630,90,1539,0,0,144,18,0,0,180,0,0,0.2,1,20,1,1,0,0,0,1,90,172
DS2-UHPC-300,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,186.1
DS2-UHPC-301,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,196.9
DS2-UHPC-302,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,186.8
DS2-UHPC-303,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,197.6
DS2-UHPC-304,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,187.5
DS2-UHPC-305,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,200
DS2-UHPC-306,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,173.2
DS2-UHPC-307,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,184.4
DS2-UHPC-308,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,196.9
DS2-UHPC-309,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,181
DS2-UHPC-31,450,90,1539,0,0,144,18,0,0,180,0,180,0.266666667,1,20,1,1,0,0,0,1,90,176
DS2-UHPC-310,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,191.2
DS2-UHPC-311,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,176.6
DS2-UHPC-312,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,182.4
DS2-UHPC-313,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,172.9
DS2-UHPC-314,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,181.7
DS2-UHPC-315,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,171.2
DS2-UHPC-316,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,180.3
DS2-UHPC-317,850,260,850,0,212,170,45,156,0,0,0,0,0.153153153,1,23,1,1,1,13,0.2,1,28,174.6
DS2-UHPC-318,788.5,197.1,1104,0,0,160.3,50,156,0,0,0,0,0.162642045,1,23,1,1,1,13,0.2,1,28,187.1
DS2-UHPC-319,788.5,197.1,1104,0,0,160.3,50,156,0,0,0,0,0.162642045,1,23,1,1,1,13,0.2,1,28,192.3
DS2-UHPC-32,270,90,1539,0,0,144,18,0,0,180,0,360,0.4,1,20,1,1,0,0,0,1,90,150
DS2-UHPC-320,788.5,197.1,1104,0,0,160.3,50,156,0,0,0,0,0.162642045,1,23,1,1,1,13,0.2,1,28,204.4
DS2-UHPC-321,833,208,1125,0,0,208,25,0,0,0,0,0,0.199807877,1,23,1,1,0,0,0,1,28,147
DS2-UHPC-322,825,206,1114,0,0,206,25,78,0,0,0,0,0.199806014,1,23,1,1,1,13,0.2,1,28,145.5
DS2-UHPC-323,817,204,1102,0,0,204,25,156,0,0,0,0,0.199804114,1,23,1,1,1,13,0.2,1,28,147.5
DS2-UHPC-324,808,202,1091,0,0,202,24,234,0,0,0,0,0.2,1,23,1,1,1,13,0.2,1,28,165.7
DS2-UHPC-325,800,200,880,0,200,200,9.6,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,7,101.5
DS2-UHPC-326,800,100,980,0,200,200,9.6,0,0,0,0,0,0.222222222,1,20,1,1,0,0,0,1,7,111.4
DS2-UHPC-327,800,200,980,0,100,200,9.6,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,7,108.6
DS2-UHPC-328,800,200,1080,0,0,200,14.4,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,7,111
DS2-UHPC-329,800,200,880,0,200,200,9.6,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,28,141.3
DS2-UHPC-33,450,50,1992,0,0,90,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,180,159
DS2-UHPC-330,800,100,980,0,200,200,9.6,0,0,0,0,0,0.222222222,1,20,1,1,0,0,0,1,28,147.3
DS2-UHPC-331,800,200,980,0,100,200,9.6,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,28,146.5
DS2-UHPC-332,800,200,1080,0,0,200,14.4,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,28,159.2
DS2-UHPC-333,800,200,880,0,200,200,9.6,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,90,163.3
DS2-UHPC-334,800,100,980,0,200,200,9.6,0,0,0,0,0,0.222222222,1,20,1,1,0,0,0,1,90,166.4
DS2-UHPC-335,800,200,980,0,100,200,9.6,0,0,0,0,0,0.2,1,20,1,1,0,0,0,1,90,175.9
DS2-UHPC-336,800,100,980,0,200,200,9.6,0,0,0,0,0,0.222222222,1,20,1,1,0,0,0,1,90,141.1
DS2-UHPC-337,950,255,873,0,0,189,31,0,0,0,0,0,0.156846473,1,23,1,1,0,0,0,1,7,104.2
DS2-UHPC-338,941.5,255,873,9.5,0,189,31,0,0,0,0,0,0.157960719,1,23,1,1,0,0,0,1,7,109.8
DS2-UHPC-339,932,255,873,19,0,189,31,0,0,0,0,0,0.159224937,1,23,1,1,0,0,0,1,7,112.6
DS2-UHPC-34,630,70,1788,0,0,126,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,180,167
DS2-UHPC-340,921.5,255,873,28.5,0,189,31,0,0,0,0,0,0.160645984,1,23,1,1,0,0,0,1,7,119.4
DS2-UHPC-341,912,255,873,38,0,189,31,0,0,0,0,0,0.161953728,1,23,1,1,0,0,0,1,7,114.3
DS2-UHPC-342,950,255,873,0,0,189,31,0,0,0,0,0,0.156846473,1,23,1,1,0,0,0,1,28,132.5
DS2-UHPC-343,941.5,255,873,9.5,0,189,31,0,0,0,0,0,0.157960719,1,23,1,1,0,0,0,1,28,135.8
DS2-UHPC-344,932,255,873,19,0,189,31,0,0,0,0,0,0.159224937,1,23,1,1,0,0,0,1,28,137
DS2-UHPC-345,921.5,255,873,28.5,0,189,31,0,0,0,0,0,0.160645984,1,23,1,1,0,0,0,1,28,143.2
DS2-UHPC-346,912,255,873,38,0,189,31,0,0,0,0,0,0.161953728,1,23,1,1,0,0,0,1,28,139.2
DS2-UHPC-347,950,255,873,0,0,189,31,0,0,0,0,0,0.156846473,1,23,1,1,0,0,0,1,90,138.7
DS2-UHPC-348,941.5,255,873,9.5,0,189,31,0,0,0,0,0,0.157960719,1,23,1,1,0,0,0,1,90,139.8
DS2-UHPC-349,932,255,873,19,0,189,31,0,0,0,0,0,0.159224937,1,23,1,1,0,0,0,1,90,141.5
DS2-UHPC-35,810,90,1539,0,0,162,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,180,174
DS2-UHPC-350,921.5,255,873,28.5,0,189,31,0,0,0,0,0,0.160645984,1,23,1,1,0,0,0,1,90,147.7
DS2-UHPC-351,912,255,873,38,0,189,31,0,0,0,0,0,0.161953728,1,23,1,1,0,0,0,1,90,140.4
DS2-UHPC-352,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,1,92.2
DS2-UHPC-353,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,1,82.8
DS2-UHPC-354,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,1,78.9
DS2-UHPC-355,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,1,77.9
DS2-UHPC-356,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,1,75.6
DS2-UHPC-357,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,1,81.8
DS2-UHPC-358,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,1,77.8
DS2-UHPC-359,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,1,69.4
DS2-UHPC-36,810,90,1539,0,0,162,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,180,174
DS2-UHPC-360,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,1,61.5
DS2-UHPC-361,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,1,56.7
DS2-UHPC-362,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,3,103.9
DS2-UHPC-363,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,3,100.2
DS2-UHPC-364,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,3,99.3
DS2-UHPC-365,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,3,95.4
DS2-UHPC-366,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,3,94.5
DS2-UHPC-367,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,3,91.2
DS2-UHPC-368,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,3,87.9
DS2-UHPC-369,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,3,86.3
DS2-UHPC-37,630,90,1539,0,0,162,18,0,0,180,0,0,0.225,1,20,1,1,0,0,0,1,180,170
DS2-UHPC-370,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,3,85.3
DS2-UHPC-371,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,3,84.3
DS2-UHPC-372,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,7,108
DS2-UHPC-373,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,7,108.7
DS2-UHPC-374,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,7,109
DS2-UHPC-375,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,7,109.2
DS2-UHPC-376,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,7,106.9
DS2-UHPC-377,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,7,104.3
DS2-UHPC-378,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,7,105.1
DS2-UHPC-379,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,7,106.2
DS2-UHPC-38,630,90,1539,0,0,126,18,0,0,180,0,0,0.175,1,20,1,1,0,0,0,1,180,168
DS2-UHPC-380,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,7,107.1
DS2-UHPC-381,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,7,102.2
DS2-UHPC-382,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,14,112.4
DS2-UHPC-383,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,14,113.1
DS2-UHPC-384,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,14,114.3
DS2-UHPC-385,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,14,115.6
DS2-UHPC-386,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,14,111.5
DS2-UHPC-387,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,14,116.2
DS2-UHPC-388,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,14,118.5
DS2-UHPC-389,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,14,123
DS2-UHPC-39,630,90,1539,0,0,144,18,0,0,180,0,0,0.2,1,20,1,1,0,0,0,1,180,175
DS2-UHPC-390,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,14,126
DS2-UHPC-391,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,14,119.2
DS2-UHPC-392,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,28,115.4
DS2-UHPC-393,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,28,116.8
DS2-UHPC-394,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,28,120.9
DS2-UHPC-395,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,28,123.4
DS2-UHPC-396,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,28,119.1
DS2-UHPC-397,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,28,120.7
DS2-UHPC-398,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,28,125
DS2-UHPC-399,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,28,130.1
DS2-UHPC-4,810,90,1539,0,0,162,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,28,137
DS2-UHPC-40,630,90,1539,0,0,162,18,0,0,180,0,0,0.225,1,20,1,1,0,0,0,1,180,170
DS2-UHPC-400,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,28,131.8
DS2-UHPC-401,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,28,127.3
DS2-UHPC-402,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,56,119.3
DS2-UHPC-403,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,56,120.9
DS2-UHPC-404,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,56,123.4
DS2-UHPC-405,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,56,126
DS2-UHPC-406,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,56,122.3
DS2-UHPC-407,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,56,124.2
DS2-UHPC-408,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,56,128.8
DS2-UHPC-409,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,56,134.8
DS2-UHPC-41,630,90,1539,0,0,144,18,0,0,180,0,0,0.2,1,20,1,1,0,0,0,1,180,175
DS2-UHPC-410,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,56,137.4
DS2-UHPC-411,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,56,131.8
DS2-UHPC-412,800,0,1471.3,0,0,160,21.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,90,124.1
DS2-UHPC-413,796,0,1461.1,4,0,160,25.2,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,90,125.7
DS2-UHPC-414,792,0,1450.8,8,0,160,28.8,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,90,130.6
DS2-UHPC-415,784,0,1430.2,16,0,160,36,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,90,133.3
DS2-UHPC-416,776,0,1409.7,24,0,160,43.2,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,90,129.9
DS2-UHPC-417,720,80,1422.9,0,0,160,29.6,0,0,0,0,0,0.2,1,23,1,1,0,0,0,1,90,130.3
DS2-UHPC-418,716,80,1411.6,4,0,160,33.6,0,0,0,0,0,0.201005025,1,23,1,1,0,0,0,1,90,132.8
DS2-UHPC-419,712,80,1400.3,8,0,160,37.6,0,0,0,0,0,0.202020202,1,23,1,1,0,0,0,1,90,137.9
DS2-UHPC-42,450,90,1539,0,0,144,18,0,0,180,0,180,0.266666667,1,20,1,1,0,0,0,1,180,179
DS2-UHPC-420,704,80,1379.8,16,0,160,44.8,0,0,0,0,0,0.204081633,1,23,1,1,0,0,0,1,90,141.6
DS2-UHPC-421,696,80,1359.2,24,0,160,52,0,0,0,0,0,0.206185567,1,23,1,1,0,0,0,1,90,138.3
DS2-UHPC-422,550,0,1695,0,0,192.5,1.1,0,0,0,0,0,0.35,1,21,1,1,0,0,0,1,3,32.5
DS2-UHPC-423,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,3,35.3
DS2-UHPC-424,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,3,39.5
DS2-UHPC-425,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,3,37.1
DS2-UHPC-426,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,3,39.1
DS2-UHPC-427,550,0,1762,0,0,165,3.85,0,0,0,0,0,0.3,1,21,1,1,0,0,0,1,3,45
DS2-UHPC-428,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,3,46.4
DS2-UHPC-429,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,3,51.6
DS2-UHPC-43,270,90,1539,0,0,144,18,0,0,180,0,360,0.4,1,20,1,1,0,0,0,1,180,160
DS2-UHPC-430,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,3,45.4
DS2-UHPC-431,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,3,42.2
DS2-UHPC-432,550,0,1830,0,0,137.5,6.6,0,0,0,0,0,0.25,1,21,1,1,0,0,0,1,3,58.9
DS2-UHPC-433,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,3,59.8
DS2-UHPC-434,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,3,63.3
DS2-UHPC-435,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,3,56.1
DS2-UHPC-436,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,3,53.1
DS2-UHPC-437,550,0,1695,0,0,192.5,1.1,0,0,0,0,0,0.35,1,21,1,1,0,0,0,1,7,40.9
DS2-UHPC-438,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,7,44.9
DS2-UHPC-439,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,7,51.3
DS2-UHPC-44,450,50,1992,0,0,90,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,365,161
DS2-UHPC-440,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,7,45.7
DS2-UHPC-441,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,7,49.3
DS2-UHPC-442,550,0,1762,0,0,165,3.85,0,0,0,0,0,0.3,1,21,1,1,0,0,0,1,7,57.2
DS2-UHPC-443,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,7,59.7
DS2-UHPC-444,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,7,60.1
DS2-UHPC-445,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,7,52.5
DS2-UHPC-446,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,7,50.1
DS2-UHPC-447,550,0,1830,0,0,137.5,6.6,0,0,0,0,0,0.25,1,21,1,1,0,0,0,1,7,71.6
DS2-UHPC-448,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,7,76
DS2-UHPC-449,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,7,75
DS2-UHPC-45,630,70,1788,0,0,126,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,365,169
DS2-UHPC-450,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,7,69
DS2-UHPC-451,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,7,67.8
DS2-UHPC-452,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,28,53.4
DS2-UHPC-453,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,28,61.8
DS2-UHPC-454,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,28,54.5
DS2-UHPC-455,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,28,61
DS2-UHPC-456,550,0,1762,0,0,165,3.85,0,0,0,0,0,0.3,1,21,1,1,0,0,0,1,28,67.2
DS2-UHPC-457,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,28,64.4
DS2-UHPC-458,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,28,72.6
DS2-UHPC-459,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,28,64.2
DS2-UHPC-46,810,90,1539,0,0,162,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,365,177
DS2-UHPC-460,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,28,62.9
DS2-UHPC-461,550,0,1830,0,0,137.5,6.6,0,0,0,0,0,0.25,1,21,1,1,0,0,0,1,28,85.5
DS2-UHPC-462,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,28,86.7
DS2-UHPC-463,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,28,85
DS2-UHPC-464,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,28,83.6
DS2-UHPC-465,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,28,84.7
DS2-UHPC-466,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,90,62
DS2-UHPC-467,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,90,65.9
DS2-UHPC-468,545.875,0,1685,4.125,0,192.5,4.4,0,0,0,0,0,0.352644836,1,21,1,1,0,0,0,1,90,58.4
